	PBN1-ML02-D	PBN1-ML02-G	PBN1-ML04-D	PBN1-ML04-G	PBN2-FM01-D	PBN2-FM01-G	PBN2-FM02-D	PBN2-FM02-G	SRR1647854	SRR1647855	SRR1647856	SRR1647857	SRR1647858	SRR1647859	SRR6294443	SRR6294444
Ncoa5|Ncoa5	1262	1040	1106	1099	2325	354	1604	0	238	269	329	473	763	535	3518	1984
Slc12a5|Slc12a5	10835	6815	7541	14439	58455	7181	61757	10954	2692	3158	2907	5524	3423	2259	4939	3272
LOC108168814|LOC108168814	0	0	0	0	0	0	0	0	0	7	24	33	32	14	0	0
Cd40|Cd40	140	141	104	0	73	0	18	0	2	0	2	0	0	0	34	18
Cdh22|Cdh22	637	390	425	2300	5111	6334	3962	3041	180	120	32	106	137	70	340	137
Gm36803|Gm36803	0	0	95	0	96	0	65	209	55	66	15	36	32	24	73	41
Gm36748|Gm36748	354	330	376	927	636	1892	284	0	216	269	48	106	127	104	188	133
Zfp334|Zfp334	448	976	672	714	1612	2924	1081	0	207	302	220	359	515	290	1243	793
Slc13a3|Slc13a3	982	229	1041	0	2173	0	3677	0	0	4	0	16	39	15	152	73
Trp53rka|Trp53rka	445	45	536	7	1082	0	1053	2008	33	39	36	67	73	35	171	86
Slc2a10|Slc2a10	224	0	70	0	276	0	761	0	0	0	0	2	0	0	0	0
Slc35c2|Slc35c2	1863	894	1784	1974	3661	2193	4436	1238	111	112	179	334	403	284	6366	4770
Elmo2|Elmo2	1831	463	1831	2355	8400	367	7400	716	987	963	493	740	1115	633	8524	6000
Eya2|Eya2	29	0	8	275	110	0	157	0	1	0	0	0	0	4	9	12
Zmynd8|Zmynd8	5609	6817	5825	15021	8414	1619	5949	2707	1838	2161	2023	2868	2790	1927	4220	4295
1810021M19Rik|1810021M19Rik	27	0	14	0	17	0	43	0	2	2	5	8	4	2	11	0
Trp53rkb|Trp53rkb	292	409	248	1725	568	72	418	334	58	62	97	136	188	97	15	21
Gm29679|Gm29679	0	0	0	0	0	0	2	0	17	19	8	6	11	11	0	5
Prex1|Prex1	255	0	558	0	1221	0	1933	0	492	346	130	260	147	66	402	268
LOC108168816|LOC108168816	204	0	852	98	271	0	355	0	165	112	31	52	19	13	18	7
Sulf2|Sulf2	2768	558	3868	533	5720	2689	6272	6789	560	556	1383	2615	2080	1373	1843	1243
Ncoa3|Ncoa3	2602	3696	4146	14335	2603	1905	2660	1129	490	621	1022	1467	1530	1002	1417	1377
Arfgef2|Arfgef2	1047	1577	1553	4628	2977	1014	3245	7604	615	635	999	1554	1244	891	2727	2498
Gm31204|Gm31204	22	0	0	0	0	413	122	0	3	0	9	5	5	5	12	16
Stau1|Stau1	2232	396	1546	150	1905	0	2122	0	324	408	396	683	826	497	4559	3995
Cse1l|Cse1l	1736	713	1288	2793	2406	1985	2431	77	217	267	259	493	700	401	2465	2208
Znfx1|Znfx1	449	154	810	732	1252	3005	1520	62	430	482	213	440	374	232	1565	1474
Ddx27|Ddx27	624	48	619	1389	1471	127	1527	0	184	177	201	285	322	242	2687	2278
Zfas1|Zfas1	410	655	266	1423	294	96	340	411	101	82	72	184	277	155	436	257
Snord12|Snord12	22	64	24	123	27	47	10	0	4	4	5	10	13	6	9	14
Ptgis|Ptgis	37	0	127	0	34	129	146	0	7	4	5	6	14	16	60	10
Kcnb1|Kcnb1	1586	2086	1464	3724	2121	2822	2102	4379	3464	4034	953	2699	3524	2128	1669	1832
1110018N20Rik|1110018N20Rik	448	975	373	1056	515	0	516	0	240	323	62	110	201	118	316	458
B4galt5|B4galt5	4040	1399	3019	1088	12999	2045	12511	4891	342	333	484	954	768	473	851	1306
Slc9a8|Slc9a8	1597	584	1638	3241	6680	414	8512	2044	348	377	977	1511	1319	707	4024	3187
Spata2|Spata2	659	0	525	560	3697	33	4277	0	222	249	191	379	407	203	3680	2051
Rnf114|Rnf114	2562	2666	2125	3173	3867	1285	3317	5020	204	224	302	520	815	614	3887	2967
Gm11476|Gm11476	0	0	23	0	46	0	21	0	2	2	4	5	3	3	0	3
Gm31619|Gm31619	0	69	0	552	0	0	0	0	0	0	0	0	2	0	0	0
Ube2v1|Ube2v1	1468	1678	1408	2090	1954	323	1860	3151	17	19	0	44	42	28	1549	1027
Gm31932|Gm31932	30	118	29	227	18	0	3	0	6	8	8	16	5	6	47	0
Gm31852|Gm31852	3	0	167	0	221	0	289	0	14	11	27	63	47	19	108	142
Tmem189|Tmem189	749	499	621	2134	833	1600	1167	0	55	46	79	146	148	88	524	250
Cebpb|Cebpb	19	3	8	170	21	10	12	0	2	3	0	6	16	6	19	9
Gm14321|Gm14321	0	0	5	0	7	0	0	0	9	8	55	71	55	44	42	68
Ptpn1|Ptpn1	1308	1258	894	1771	2445	1412	1899	2299	294	285	318	610	538	320	2238	1378
Pard6b|Pard6b	33	172	60	0	120	0	182	0	46	42	36	69	74	56	105	82
Kcng1|Kcng1	43	360	94	954	87	0	63	0	134	165	15	77	26	21	8	78
Adnp|Adnp	15	0	29	0	274	0	903	0	45	952	1056	1387	1924	266	31	138
Dpm1|Dpm1	1068	885	718	524	1776	798	1920	1115	128	183	211	169	496	198	1898	1896
Dpm1-adnp|Dpm1-adnp	4213	5516	3258	8661	3715	4087	2925	11774	1040	396	0	624	0	1134	2212	2205
Mocs3|Mocs3	3	0	34	0	86	0	128	0	7	5	8	23	5	7	40	22
Sall4|Sall4	0	0	54	0	16	0	83	0	0	2	0	0	0	0	11	26
Zfp64|Zfp64	514	712	749	698	1037	69	964	0	27	37	93	168	100	49	1670	1161
Gm33622|Gm33622	0	443	44	611	49	0	43	0	6	0	30	16	26	22	9	9
LOC108168820|LOC108168820	327	135	282	1278	57	0	50	0	54	112	56	87	16	8	14	73
Zfp217|Zfp217	55	0	84	28	71	0	96	0	6	8	4	0	8	4	27	27
Nfatc2|Nfatc2	591	321	598	1107	1949	0	1431	0	51	49	86	74	427	336	1320	817
Atp9a|Atp9a	21966	14536	13053	13818	35351	24807	34576	23619	626	563	509	1333	1432	790	12187	11732
Mir7004|Mir7004	0	0	2	0	6	0	0	0	8	15	8	12	18	9	5	3
Bcas1|Bcas1	1329	764	1088	0	1070	0	721	0	12	16	12	31	41	36	491	271
Bcas1os2|Bcas1os2	125	0	237	0	185	0	163	0	0	0	0	0	0	0	0	0
Tshz2|Tshz2	586	236	629	2443	512	247	426	45	235	300	139	377	71	48	317	231
Gm39997|Gm39997	0	0	0	0	14	0	0	0	13	21	13	25	4	2	0	0
Cyp24a1|Cyp24a1	0	0	0	0	0	0	18	0	0	0	0	0	0	0	8	24
Pfdn4|Pfdn4	733	1273	341	1163	522	2105	392	2330	18	20	25	50	97	56	965	972
Gm16796|Gm16796	0	0	24	0	10	0	29	0	3	3	10	16	9	7	47	14
Dok5|Dok5	477	329	263	801	359	0	167	0	91	91	161	268	71	34	1673	1143
Gm35033|Gm35033	0	0	0	0	0	0	0	0	18	12	16	12	0	4	10	8
Mc3r|Mc3r	66	18	22	0	71	0	103	0	1	1	0	0	1	0	1486	1467
Cbln4|Cbln4	2000	3320	1450	3250	1457	4781	2595	8831	114	77	6	35	117	84	2323	2001
Fam210b|Fam210b	213	377	258	322	1170	923	942	0	22	30	238	465	160	134	6991	4464
Aurka|Aurka	73	0	49	0	71	0	41	0	0	0	11	19	9	5	95	188
Cstf1|Cstf1	1409	871	743	1004	1228	2379	1876	5151	97	97	85	225	239	184	1007	865
Cass4|Cass4	25	0	8	0	0	0	24	0	4	6	8	11	23	12	33	19
Gcnt7|Gcnt7	131	283	324	52	408	125	390	0	31	29	25	38	34	39	265	197
Rtfdc1|Rtfdc1	1039	23	789	1098	2172	243	2148	0	88	89	137	247	194	149	3588	2713
Bmp7|Bmp7	193	185	96	473	398	1698	892	0	4	3	0	11	50	29	80	59
Rbm38|Rbm38	61	0	24	0	82	0	246	0	11	6	5	20	134	57	19	3
Rae1|Rae1	1787	1213	1497	3716	2146	563	1930	2327	188	164	240	428	565	344	2098	721
Pmepa1|Pmepa1	631	1225	229	913	625	0	487	4258	288	351	76	243	412	230	865	652
Rab22a|Rab22a	108	0	15	144	171	0	232	23	47	51	45	102	95	65	460	231
Ppp4r1l-ps|Ppp4r1l-ps	743	646	577	3944	715	611	636	2426	47	53	90	99	99	88	536	266
Vapb|Vapb	780	128	1451	2869	3442	550	2339	2441	290	284	375	778	592	425	976	865
Npepl1|Npepl1	236	0	212	0	685	0	796	0	19	22	26	43	44	21	193	86
Gm10714|Gm10714	4	0	111	711	42	0	62	0	0	0	0	3	0	0	0	0
Stx16|Stx16	2157	3429	3148	5232	4892	240	3841	921	702	870	893	1339	1444	1216	4011	3953
Atp5e|Atp5e	831	417	232	823	618	801	488	1513	39	19	63	190	320	237	832	724
Gnas|Gnas	7087	8596	6050	26668	9962	8814	9572	7178	1761	1753	2020	6117	4962	3604	15789	14981
Nespas|Nespas	45	0	18	0	16	98	35	800	4	0	0	0	11	9	98	52
Gm30189|Gm30189	171	621	240	148	561	1664	436	2305	18	21	24	42	38	38	112	176
Slmo2|Slmo2	870	308	771	1978	1237	1409	1421	0	52	64	88	212	141	113	1778	1449
Edn3|Edn3	245	0	302	0	202	0	216	0	0	0	0	2	73	90	0	0
Nelfcd|Nelfcd	1356	1251	1211	667	2547	0	2671	0	114	114	186	270	379	249	2803	2715
Ctsz|Ctsz	7031	2358	5868	4819	8336	1350	11291	9724	24	25	42	67	62	50	1271	652
Gm6710|Gm6710	0	19	24	44	5	0	0	13	0	0	0	0	0	0	0	0
Gm14391|Gm14391	3922	5884	4568	8422	5909	4590	4891	14534	162	196	225	247	542	373	1458	1422
LOC105244398|LOC105244398	9	0	0	30	3	0	0	0	0	0	1	0	1	1	2	4
2210418O10Rik|2210418O10Rik	37	42	49	113	6	0	5	7	0	0	0	0	0	0	0	0
Gm14305|Gm14305	272	465	369	188	552	0	354	175	14	16	10	12	29	18	178	219
Gm14295|Gm14295	601	717	478	393	733	2721	884	1733	21	32	36	37	70	47	397	543
Gm14296|Gm14296	61	40	54	100	13	4	12	10	0	0	0	0	0	0	0	0
Gm41984|Gm41984	4	22	21	19	0	0	0	0	0	0	0	0	0	0	0	0
Gm14410|Gm14410	16	29	0	94	57	0	48	0	0	0	0	0	14	14	16	13
Gm14403|Gm14403	278	812	169	0	292	0	426	0	12	20	28	59	72	64	102	170
LOC108168842|LOC108168842	231	317	518	553	622	250	520	945	0	0	0	8	17	15	101	91
Gm14412|Gm14412	113	730	528	384	955	0	681	559	49	76	38	35	78	70	464	465
Zfp970|Zfp970	934	3103	659	556	1108	0	1226	123	14	19	17	15	51	29	471	587
Zfp971|Zfp971	436	447	298	81	624	0	718	2011	35	58	38	66	119	83	402	478
Gm14322|Gm14322	554	744	372	967	821	1521	726	0	6	10	13	20	61	48	300	281
Gm14326|Gm14326	2981	2362	3296	3943	4058	9768	3511	5647	107	129	132	224	278	223	968	1406
Gm14325|Gm14325	525	1529	910	852	1363	367	1051	842	45	71	95	114	96	99	609	720
Gm14327|Gm14327	7	29	45	3	55	0	23	0	2	5	0	3	0	4	9	0
Zfp972|Zfp972	0	0	19	0	19	0	9	0	0	0	0	0	0	0	12	0
LOC108168843|LOC108168843	348	0	414	2152	753	0	721	0	85	93	110	157	203	173	258	247
Zfp931|Zfp931	190	86	152	326	386	350	241	254	10	11	13	28	44	28	213	212
Phactr3|Phactr3	2037	1801	2188	3701	6220	735	4059	71	369	367	531	776	612	544	1222	1156
Ppp1r3d|Ppp1r3d	159	814	142	9	268	0	661	0	27	35	34	67	42	27	137	68
Fam217b|Fam217b	135	526	48	515	448	0	343	7	76	62	87	236	112	96	324	178
Sycp2|Sycp2	522	639	595	215	861	276	588	763	90	113	192	182	222	162	178	218
Cdh26|Cdh26	138	0	159	0	34	0	0	0	0	0	0	0	0	0	0	43
Cdh4|Cdh4	2571	1092	2520	761	3146	427	2027	2701	102	88	36	95	376	291	1165	1458
Gm36066|Gm36066	0	0	20	0	0	0	29	0	12	17	4	8	50	49	3	0
Taf4|Taf4	931	1066	643	3730	1259	0	656	2104	258	306	248	324	506	281	491	478
4921531C22Rik|4921531C22Rik	2065	2565	1273	4035	3705	4332	3316	2641	34	48	59	88	86	46	263	131
Hrh3|Hrh3	275	0	424	634	2691	6214	3599	0	256	278	1013	2234	1388	539	274	278
Lsm14b|Lsm14b	396	389	374	136	543	229	343	0	171	211	149	246	395	201	83	43
Ss18l1|Ss18l1	983	276	663	2848	2162	0	2251	915	446	458	586	780	1182	871	3215	2335
Mtg2|Mtg2	1541	421	1567	4500	2696	624	3200	2064	91	123	109	153	244	138	1241	1206
Psma7|Psma7	3307	3521	1972	6382	3874	2539	3693	4978	166	166	204	435	602	397	5033	4127
Mir1a-1hg|Mir1a-1hg	0	0	8	0	0	0	8	0	0	0	30	57	19	14	5	0
B230312C02Rik|B230312C02Rik	0	0	40	68	63	0	122	0	4	0	40	52	23	22	29	25
Cables2|Cables2	331	742	510	103	457	818	589	0	254	328	595	913	851	488	585	568
Rps21|Rps21	808	1130	392	2722	482	462	407	1486	28	13	38	80	220	112	727	524
Mir3091|Mir3091	33	42	7	54	9	64	20	67	0	0	2	2	3	2	7	8
Slco4a1|Slco4a1	117	0	316	0	2100	0	1603	2812	14	20	3	11	34	18	990	666
Gm29886|Gm29886	52	191	47	0	203	0	133	0	18	22	18	30	40	28	120	51
Lama5|Lama5	179	0	52	134	257	0	200	0	19	27	39	62	1203	539	2945	2043
Osbpl2|Osbpl2	2152	1577	2476	3749	6411	5772	5506	14968	262	330	415	734	525	379	6898	4217
Adrm1|Adrm1	3320	1499	2382	7606	4889	0	4154	2243	43	48	71	102	181	91	4603	3346
Mrgbp|Mrgbp	475	807	900	2370	1478	4	1326	0	189	180	319	428	435	322	2088	1284
Ogfr|Ogfr	481	266	502	378	1272	0	1270	0	45	38	88	145	182	86	3327	1876
Gm14344|Gm14344	100	0	10	0	29	0	17	0	6	8	4	9	0	0	10	0
Gm14342|Gm14342	57	41	19	146	84	0	83	129	9	4	10	10	7	4	34	33
Ythdf1|Ythdf1	728	882	275	18	914	0	860	0	196	231	239	381	536	317	652	625
Birc7|Birc7	81	0	24	0	68	0	8	0	0	0	5	7	0	0	6	14
Col9a3|Col9a3	377	0	208	282	1817	0	2427	0	31	25	12	12	75	53	321	346
Dido1|Dido1	6147	6412	6585	8301	10228	2277	9607	1974	1336	1549	1511	2586	2697	1880	5388	5483
Gid8|Gid8	6870	3108	4311	10826	4696	7850	4858	9720	94	110	202	367	461	294	1609	1630
Gm30455|Gm30455	349	0	234	830	438	0	386	0	4	4	7	7	14	11	50	34
Nkain4|Nkain4	3550	1653	2952	1981	2781	631	3401	1257	28	17	29	53	42	30	271	207
Arfgap1|Arfgap1	1264	438	1911	1558	5464	2175	5255	1811	561	538	722	941	1538	794	8284	6137
Col20a1|Col20a1	14	0	77	0	398	0	754	0	273	253	304	429	447	319	351	280
Gm30797|Gm30797	0	0	4	0	23	0	6	0	0	4	3	0	3	0	12	9
Chrna4|Chrna4	1577	1317	2043	718	2692	8818	4216	2037	381	420	160	436	2670	1476	12030	10787
Eef1a2|Eef1a2	266	74	267	88	831	0	742	0	557	604	975	1587	868	593	543	346
BC051628|BC051628	0	0	0	0	0	0	40	0	0	0	0	0	3	0	75	12
Ppdpf|Ppdpf	617	308	430	937	620	856	756	0	17	13	18	33	42	28	1439	965
Helz2|Helz2	198	0	207	0	27	0	208	0	79	57	17	17	52	26	115	144
Kcnq2|Kcnq2	3882	2116	3379	6389	9195	7143	8265	7480	4421	5005	3576	6730	5091	3512	4329	4099
Gmeb2|Gmeb2	645	312	335	1541	1618	23	1248	0	202	196	169	266	410	296	426	435
Rtel1|Rtel1	487	577	394	885	896	0	771	1674	273	309	603	942	937	460	3177	3301
Stmn3|Stmn3	17711	14118	7128	20916	21897	22684	18101	37736	341	267	580	1307	1285	869	33440	27217
Arfrp1|Arfrp1	2082	1113	1869	3813	3338	669	3250	4974	179	204	360	484	750	514	3916	3114
Zbtb46|Zbtb46	1222	94	1040	1022	6136	1403	5854	124	192	209	113	139	419	285	445	487
Zgpat|Zgpat	570	253	762	409	7327	0	5981	0	327	303	371	549	657	358	8653	6278
Lime1|Lime1	1006	566	1516	4268	7654	1192	5804	286	674	665	1256	1700	2327	1603	8418	6329
Slc2a4rg-ps|Slc2a4rg-ps	2784	1778	2189	8754	3517	3287	2389	1970	267	233	457	555	991	660	647	577
Tpd52l2|Tpd52l2	3501	4100	3598	10750	3742	6551	3917	2529	181	211	313	556	614	399	2357	2112
Dnajc5|Dnajc5	5525	4999	5393	12800	9040	1294	9412	10923	708	783	955	1958	1778	1113	15475	10472
Gm29797|Gm29797	0	91	46	0	152	0	128	0	25	28	33	41	105	79	44	39
Sox18|Sox18	15	0	33	0	0	0	0	0	3	0	3	3	7	0	44	4
Rgs19|Rgs19	233	808	338	976	434	0	461	0	105	134	132	193	260	138	1646	1140
Tcea2|Tcea2	2536	5615	2234	20119	2464	0	2557	469	455	490	972	1238	1238	674	7102	4739
Uckl1|Uckl1	1629	928	1403	6295	3079	0	3201	0	314	396	678	924	1069	635	2879	2386
Uckl1os|Uckl1os	32	118	49	0	81	0	179	0	9	43	44	24	94	87	91	24
Zfp512b|Zfp512b	3461	6131	3847	25893	4859	5782	5048	5307	1087	1262	1530	2032	3264	1967	4742	3325
Samd10|Samd10	1462	93	1013	2858	2768	0	2495	3046	120	124	212	362	459	312	1511	538
Prpf6|Prpf6	1593	751	1336	3057	2705	471	3312	5708	154	206	348	571	516	370	4308	3596
Oprl1|Oprl1	7217	11406	4380	16958	5099	14929	7072	38629	391	448	308	519	97	73	6169	6343
Myt1|Myt1	1786	835	1263	296	2848	1246	2494	401	174	255	343	450	713	507	1116	1285
1110015O18Rik|1110015O18Rik	72	0	61	41	106	0	47	21	0	0	0	0	0	0	33	53
Pcmtd2|Pcmtd2	5781	5164	6249	11639	10255	2713	7864	9410	450	570	680	888	1477	1082	4621	4857
Polr3k|Polr3k	948	742	576	2603	1334	3696	933	1293	89	100	120	139	221	157	1469	1402
Zfhx4|Zfhx4	1619	2617	2431	8060	2146	1869	2312	2320	322	418	8	44	99	51	2558	3141
2700069I18Rik|2700069I18Rik	37	0	36	345	22	0	40	0	5	7	0	2	0	0	194	78
Pex2|Pex2	4266	1541	3073	3200	3241	5219	4637	11950	45	40	46	80	143	104	1993	1909
Pkia|Pkia	2559	3588	1989	3270	3557	285	2979	5715	243	343	180	479	508	270	7784	5225
Zc2hc1a|Zc2hc1a	2162	2952	1408	3585	1864	3196	2143	5312	147	181	176	331	227	142	3898	4191
Hey1|Hey1	701	600	683	798	1486	1863	1240	0	142	136	78	211	230	154	1215	527
Stmn2|Stmn2	17266	6556	9033	25439	18013	6071	11991	19720	426	433	336	913	679	598	17742	17310
Mrps28|Mrps28	396	171	229	660	192	0	238	0	12	8	19	43	46	26	607	385
Tpd52|Tpd52	2064	923	1683	1098	3609	327	2574	2350	110	129	86	172	116	83	4100	3772
Zbtb10|Zbtb10	451	0	298	96	302	56	390	0	175	206	149	222	226	180	260	388
C030034L19Rik|C030034L19Rik	83	0	0	0	0	0	21	0	3	8	16	19	0	4	0	0
Zfp704|Zfp704	2554	2552	2601	9973	2945	484	2289	2548	553	724	1002	1847	1199	817	1445	1503
Pag1|Pag1	766	56	1258	1185	2149	440	1503	559	183	212	273	493	258	149	418	332
Fabp5|Fabp5	662	431	480	1418	458	658	753	1863	20	20	12	17	68	48	2244	1724
Gm9833|Gm9833	70	97	82	6	92	0	76	243	2	4	2	0	8	3	13	0
Impa1|Impa1	1605	636	936	2647	1627	2284	1580	3899	138	181	272	429	248	183	3291	3612
Zfand1|Zfand1	1320	1985	908	1666	984	186	1161	2929	43	47	67	143	93	69	752	576
Snx16|Snx16	1115	843	745	2900	1582	483	944	2060	103	115	74	144	185	114	1799	1735
Ralyl|Ralyl	2797	2108	1959	4501	6342	952	3949	4383	497	554	119	270	316	176	3442	2265
4930539N22Rik|4930539N22Rik	484	205	315	184	1012	0	459	0	69	77	19	26	7	4	31	24
Gm41998|Gm41998	10	0	72	0	189	0	36	0	25	32	5	8	6	2	5	15
Lrrcc1|Lrrcc1	2479	5016	2149	1952	3332	1637	2966	5497	401	534	394	698	747	529	2007	1721
E2f5|E2f5	1135	815	463	578	1072	129	1006	0	77	99	70	117	171	136	308	358
1810022K09Rik|1810022K09Rik	1913	4263	1502	11384	2125	1967	2058	2104	44	53	75	163	226	136	2393	2543
Car2|Car2	10117	3202	9720	2296	9981	0	16965	3785	64	66	144	333	191	132	3041	3087
Ythdf3|Ythdf3	2876	2016	2056	3449	4001	7432	2808	4081	541	617	543	1086	1131	830	1931	1245
Gm30223|Gm30223	231	0	182	0	47	0	293	0	34	35	3	8	3	2	111	133
Gm30340|Gm30340	687	766	814	1181	563	2016	309	2490	58	47	29	47	8	4	150	193
Mir124-2hg|Mir124-2hg	916	1076	1014	2527	640	1082	705	1973	82	70	227	417	177	119	449	393
Mir124a-2|Mir124a-2	33	10	24	93	33	34	45	60	4	5	9	31	5	8	8	7
Gm42187|Gm42187	859	393	355	546	410	0	69	1604	53	45	275	315	199	127	65	55
Bhlhe22|Bhlhe22	189	0	75	0	465	0	191	0	23	22	3	12	12	8	11	25
Cyp7b1|Cyp7b1	1369	0	578	0	1516	1928	1329	4386	35	31	15	24	14	20	256	216
Armc1|Armc1	1652	2866	1507	3278	2297	1624	2207	1213	185	222	172	378	300	281	3147	2638
LOC102633032|LOC102633032	0	0	0	533	67	0	16	0	6	20	9	20	8	5	3	11
LOC102633274|LOC102633274	0	12	14	8	0	0	3	0	1	1	0	0	0	2	13	6
4632415L05Rik|4632415L05Rik	1326	339	1002	1153	2526	0	2114	3445	83	80	128	257	318	207	987	295
Gm42189|Gm42189	0	0	0	0	0	0	0	0	4	6	0	6	41	49	21	50
Crh|Crh	333	2070	306	8699	1040	10767	517	6415	0	0	2	4	940	753	274	104
Mtfr1|Mtfr1	699	1244	879	148	925	8	1096	0	41	66	81	124	154	122	1172	1036
Pde7a|Pde7a	1835	515	1397	1620	3351	1968	1939	0	467	586	472	702	1074	773	653	859
Hps3|Hps3	820	379	900	1439	1557	1089	1246	4316	118	152	82	105	505	372	1626	1523
Cp|Cp	1298	1550	2001	0	1555	0	2488	0	20	28	23	31	1202	963	25	61
Hltf|Hltf	2266	1591	1139	1223	1511	0	2185	0	106	137	242	302	432	350	1323	1351
Gyg|Gyg	369	512	298	830	765	30	583	1100	38	54	64	156	187	116	1397	1394
Tbl1xr1|Tbl1xr1	973	541	834	830	1756	112	1411	0	446	641	334	594	1043	658	767	940
Naaladl2|Naaladl2	892	34	494	0	1613	0	1566	2180	86	70	56	84	175	107	49	56
Ect2|Ect2	4	71	5	0	83	0	78	0	8	3	9	8	14	10	27	72
Nlgn1|Nlgn1	9550	8683	7386	12283	9415	5679	9145	15172	1292	1341	522	950	1444	998	4119	4302
A830092H15Rik|A830092H15Rik	102	0	41	852	98	535	120	0	117	93	28	55	92	70	152	216
Tnfsf10|Tnfsf10	30	0	59	0	53	0	165	0	0	0	4	5	2	2	57	59
Ghsr|Ghsr	223	0	111	1427	260	0	159	0	2	0	0	0	0	0	1089	1183
Tmem212|Tmem212	1042	480	1572	704	1146	0	1835	0	0	0	0	0	0	0	0	0
Fndc3b|Fndc3b	248	210	170	1623	485	0	451	0	242	209	121	163	341	232	662	594
Gm32738|Gm32738	41	77	102	110	42	76	9	0	13	11	5	8	22	21	70	48
Nceh1|Nceh1	21405	21278	12369	31542	18153	29270	17629	56915	360	379	501	1339	652	470	8211	8014
Pld1|Pld1	659	0	775	310	881	994	1174	0	10	16	26	36	24	11	56	43
Slc2a2|Slc2a2	0	0	11	8	5	0	22	0	12	12	21	28	24	20	0	7
Gm33051|Gm33051	0	65	12	0	8	0	3	0	0	6	9	0	11	8	0	8
1700112D23Rik|1700112D23Rik	10	15	23	0	25	200	14	0	0	0	6	0	0	0	13	20
Eif5a2|Eif5a2	602	825	870	2399	1127	174	1279	6039	80	104	79	194	173	123	2058	1199
Gm32950|Gm32950	0	89	48	0	11	0	33	20	25	21	26	36	27	28	13	19
Rpl22l1|Rpl22l1	996	740	487	1240	587	330	412	496	8	5	10	0	60	29	1150	1231
Tnik|Tnik	8423	9536	8041	8599	13277	3411	10898	11394	2900	3899	2459	3738	5966	4355	2368	2149
Egfem1|Egfem1	502	1291	358	990	303	1387	511	1773	114	171	13	31	793	558	370	262
Gm42197|Gm42197	24	0	15	0	52	0	48	0	32	43	2	6	192	199	35	2
Actrt3|Actrt3	99	361	86	113	308	0	146	1520	0	0	0	6	4	0	50	132
Mecom|Mecom	111	0	3	0	24	0	84	0	0	0	0	0	5	3	28	0
Lrrc34|Lrrc34	86	0	18	0	47	0	58	0	3	4	4	3	4	4	10	9
Mynn|Mynn	2719	329	1208	1041	2865	2045	2991	1544	234	259	231	386	497	331	1627	1134
Prkci|Prkci	681	1181	919	2633	2000	0	2435	3	396	461	574	1010	644	509	809	988
Gpr160|Gpr160	85	0	90	5	67	0	128	0	19	16	35	40	39	26	28	3
Phc3|Phc3	3035	1805	1905	2463	4856	2625	4063	1267	1064	1404	1452	2217	2680	1825	1909	1715
Sec62|Sec62	29207	22832	18940	38608	38303	41252	39225	48128	333	355	270	664	774	674	6738	7671
Skil|Skil	2246	4244	2287	8794	1989	5808	2454	8324	636	835	234	461	512	348	1273	1042
Cldn11|Cldn11	17837	932	17846	1714	24801	0	34624	1750	8	10	17	55	70	43	135	139
Zmat3|Zmat3	471	689	526	13	1395	4743	1236	0	785	1165	1059	1585	2011	1246	1672	1661
4930429B21Rik|4930429B21Rik	507	591	201	0	733	0	528	0	59	54	46	92	49	37	176	221
Kcnmb2|Kcnmb2	747	179	625	1723	793	292	482	4858	6	6	558	560	832	712	76	71
Pik3ca|Pik3ca	2704	3839	1876	3207	2487	2484	1966	5256	299	335	378	646	835	513	1121	1519
Kcnmb3|Kcnmb3	232	361	224	209	206	0	230	0	38	47	57	88	118	76	84	134
Zfp639|Zfp639	1541	1639	918	2430	1221	595	935	0	284	322	454	703	1086	754	1328	1150
Gm15496|Gm15496	3264	2376	2424	3146	6020	2871	4894	10017	440	558	631	974	1144	873	324	198
Slc7a14|Slc7a14	16732	12997	11588	30908	21277	26296	20826	35019	546	690	839	1858	1468	972	2024	2376
Gm33834|Gm33834	597	516	488	573	1714	1252	1131	362	53	47	121	184	169	116	52	71
Mfn1|Mfn1	5643	8126	5888	11160	7893	4356	6331	1477	489	623	1563	2182	2598	2108	3673	2772
Gnb4|Gnb4	480	267	479	176	901	0	779	1940	190	242	153	238	526	439	1117	1172
Usp13|Usp13	687	1906	1054	2010	1306	826	1426	4744	501	606	990	1348	1637	1182	1268	1066
Actl6a|Actl6a	1211	1427	941	2026	1791	17	1532	597	81	86	125	186	165	104	940	1140
Mrpl47|Mrpl47	842	596	610	1276	1007	0	768	0	29	42	53	113	59	48	650	449
Ndufb5|Ndufb5	5182	4986	2819	6913	4823	11124	5574	22400	51	59	152	376	378	263	4020	3448
Pex5l|Pex5l	3169	930	3763	81	3553	2426	5930	288	901	980	342	776	551	325	748	743
4930419G24Rik|4930419G24Rik	162	42	289	66	238	459	216	15	156	165	55	66	58	53	87	70
Ttc14|Ttc14	12874	12666	10266	19359	16723	8566	17072	23937	2730	3721	3535	5532	6905	4810	5328	4406
Ccdc39|Ccdc39	639	1556	815	4635	1314	412	1109	321	314	570	325	547	509	423	1227	1603
Gm42203|Gm42203	0	0	0	99	0	0	0	0	0	0	0	2	2	0	4	0
Fxr1|Fxr1	2835	556	2056	877	2620	3437	2466	3186	264	305	283	467	647	532	1266	1119
Dnajc19|Dnajc19	3036	1644	2052	6275	3839	456	3684	1838	25	56	74	117	209	56	1459	1453
